id,UTC,Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Fire Alarm
21908,1654755239,-11.663,49.65,1321,400,1
21909,1654755240,-11.678,49.34,1316,400,1
21910,1654755241,-11.692,49.08,1312,400,1
21911,1654755242,-11.707,48.89,1312,400,1
21912,1654755243,-11.722,48.74,1346,412,1
21913,1654755244,-11.736,48.61,1333,400,1
21914,1654755245,-11.751,48.49,1333,402,1
21915,1654755246,-11.765,48.38,1314,400,1
21916,1654755247,-11.78,48.3,1362,409,1
21917,1654755248,-11.795,48.18,1367,409,1
21918,1654755249,-11.809,48.11,1385,404,1
21919,1654755250,-11.824,48.07,1375,401,1
21920,1654755251,-11.838,48.02,1350,401,1
21921,1654755252,-11.853,47.94,1346,400,1
21922,1654755253,-11.867,47.89,1331,400,1
21923,1654755254,-11.882,47.86,1344,406,1
21924,1654755255,-11.897,47.77,1375,402,1
21925,1654755256,-11.911,47.74,1358,405,1
21926,1654755257,-11.926,47.65,1337,400,1
21927,1654755258,-11.94,47.63,1339,400,1
21928,1654755259,-11.955,47.58,1348,400,1
21929,1654755260,-11.969,47.6,1321,405,1
21930,1654755261,-11.984,47.56,1377,404,1
21931,1654755262,-11.998,47.56,1431,429,1
21932,1654755263,-12.013,48.25,1459,434,1
21933,1654755264,-12.027,49.15,1406,414,1
21934,1654755265,-12.042,49.94,1379,428,1
21935,1654755266,-12.056,50.58,1406,418,1
21936,1654755267,-12.071,51.12,1383,420,1
21937,1654755268,-12.085,51.57,1356,406,1
21938,1654755269,-12.099,51.91,1408,422,1
21939,1654755270,-12.114,52.2,1415,410,1
21940,1654755271,-12.128,52.45,1379,411,1
21941,1654755272,-12.143,52.65,1412,420,1
21942,1654755273,-12.157,52.78,1379,406,1
21943,1654755274,-12.172,52.95,1360,403,1
21944,1654755275,-12.186,53.09,1383,410,1
21945,1654755276,-12.2,53.2,1367,411,1
21946,1654755277,-12.215,53.31,1364,401,1
21947,1654755278,-12.229,53.36,1398,408,1
21948,1654755279,-12.244,53.46,1389,406,1
21949,1654755280,-12.258,53.52,1390,415,1
21950,1654755281,-12.272,53.62,1348,413,1
21951,1654755282,-12.287,53.66,1358,403,1
21952,1654755283,-12.301,53.73,1371,413,1
21953,1654755284,-12.315,53.82,1398,420,1
21954,1654755285,-12.33,53.85,1398,421,1
21955,1654755286,-12.344,53.9,1383,410,1
21956,1654755287,-12.359,53.96,1337,400,1
21957,1654755288,-12.373,54.03,1394,408,1
21958,1654755289,-12.387,54.06,1379,409,1
21959,1654755290,-12.401,54.07,1362,404,1
21960,1654755291,-12.416,54.12,1350,404,1
21961,1654755292,-12.43,54.13,1293,400,1
21962,1654755293,-12.444,53.41,1304,400,1
21963,1654755294,-12.459,52.47,1299,400,1
21964,1654755295,-12.473,51.61,1291,400,1
21965,1654755296,-12.487,50.94,1325,400,1
21966,1654755297,-12.501,50.38,1346,406,1
21967,1654755298,-12.516,49.98,1321,400,1
21968,1654755299,-12.53,49.6,1358,404,1
21969,1654755300,-12.544,49.32,1377,402,1
21970,1654755301,-12.558,49.09,1310,400,1
21971,1654755302,-12.573,48.88,1331,400,1
21972,1654755303,-12.587,48.77,1333,400,1
21973,1654755304,-12.601,48.59,1310,400,1
21974,1654755305,-12.615,48.51,1333,400,1
21975,1654755306,-12.63,48.42,1373,402,1
21976,1654755307,-12.644,48.28,1373,400,1
21977,1654755308,-12.658,48.25,1352,401,1
21978,1654755309,-12.672,48.13,1343,407,1
21979,1654755310,-12.686,48.06,1369,413,1
21980,1654755311,-12.7,48.02,1339,400,1
21981,1654755312,-12.715,47.97,1371,409,1
21982,1654755313,-12.729,47.89,1339,400,1
21983,1654755314,-12.743,47.81,1352,400,1
21984,1654755315,-12.757,47.8,1367,409,1
21985,1654755316,-12.771,47.76,1371,410,1
21986,1654755317,-12.785,47.7,1367,408,1
21987,1654755318,-12.799,47.67,1343,400,1
21988,1654755319,-12.814,47.65,1350,400,1
21989,1654755320,-12.828,47.57,1339,400,1
21990,1654755321,-12.842,47.55,1341,400,1
21991,1654755322,-12.856,47.53,1434,433,1
21992,1654755323,-12.87,48.27,1429,424,1
21993,1654755324,-12.884,49.16,1454,434,1
21994,1654755325,-12.898,49.99,1390,424,1
21995,1654755326,-12.912,50.63,1390,417,1
21996,1654755327,-12.926,51.15,1367,417,1
21997,1654755328,-12.94,51.53,1419,421,1
21998,1654755329,-12.954,51.91,1402,422,1
21999,1654755330,-12.968,52.22,1373,410,1
22000,1654755331,-12.982,52.47,1369,408,1
22001,1654755332,-12.996,52.64,1383,413,1
22002,1654755333,-13.01,52.81,1413,413,1
22003,1654755334,-13.024,52.96,1383,410,1
22004,1654755335,-13.038,53.07,1394,410,1
22005,1654755336,-13.052,53.18,1390,402,1
22006,1654755337,-13.066,53.31,1392,412,1
22007,1654755338,-13.08,53.37,1356,408,1
22008,1654755339,-13.094,53.46,1371,412,1
22009,1654755340,-13.108,53.54,1375,408,1
22010,1654755341,-13.122,53.63,1383,404,1
22011,1654755342,-13.136,53.73,1366,402,1
22012,1654755343,-13.15,53.76,1390,408,1
22013,1654755344,-13.164,53.79,1398,408,1
22014,1654755345,-13.178,53.85,1344,403,1
22015,1654755346,-13.192,53.9,1404,413,1
22016,1654755347,-13.206,53.94,1348,406,1
22017,1654755348,-13.22,54.03,1364,415,1
22018,1654755349,-13.234,54.04,1375,414,1
22019,1654755350,-13.248,54.09,1366,400,1
22020,1654755351,-13.262,54.12,1404,413,1
22021,1654755352,-13.275,54.16,1289,400,1
22022,1654755353,-13.289,53.39,1291,400,1
22023,1654755354,-13.303,52.48,1339,400,1
22024,1654755355,-13.317,51.65,1323,400,1
22025,1654755356,-13.331,50.95,1344,400,1
22026,1654755357,-13.345,50.43,1346,400,1
22027,1654755358,-13.359,49.96,1375,400,1
22028,1654755359,-13.372,49.64,1381,406,1
22029,1654755360,-13.386,49.33,1364,403,1
22030,1654755361,-13.4,49.09,1339,400,1
22031,1654755362,-13.414,48.91,1366,404,1
22032,1654755363,-13.428,48.75,1344,400,1
22033,1654755364,-13.441,48.57,1362,400,1
22034,1654755365,-13.455,48.5,1352,401,1
22035,1654755366,-13.469,48.4,1371,400,1
22036,1654755367,-13.483,48.32,1350,401,1
22037,1654755368,-13.496,48.25,1346,400,1
22038,1654755369,-13.51,48.1,1356,402,1
22039,1654755370,-13.524,48.06,1375,410,1
22040,1654755371,-13.538,47.98,1383,405,1
22041,1654755372,-13.551,47.95,1373,410,1
22042,1654755373,-13.565,47.89,1390,408,1
22043,1654755374,-13.579,47.83,1331,400,1
22044,1654755375,-13.593,47.8,1352,400,1
22045,1654755376,-13.606,47.76,1344,400,1
22046,1654755377,-13.62,47.7,1344,404,1
22047,1654755378,-13.634,47.67,1360,400,1
22048,1654755379,-13.647,47.63,1356,400,1
22049,1654755380,-13.661,47.63,1366,400,1
22050,1654755381,-13.675,47.57,1312,400,1
22051,1654755382,-13.688,47.53,1421,431,1
22052,1654755383,-13.702,48.27,1438,432,1
22053,1654755384,-13.716,49.17,1412,426,1
22054,1654755385,-13.729,49.94,1421,426,1
22055,1654755386,-13.743,50.63,1379,420,1
22056,1654755387,-13.756,51.08,1429,424,1
22057,1654755388,-13.77,51.53,1421,412,1
22058,1654755389,-13.784,51.89,1389,411,1
22059,1654755390,-13.797,52.19,1413,421,1
22060,1654755391,-13.811,52.42,1410,409,1
22061,1654755392,-13.824,52.65,1396,415,1
22062,1654755393,-13.838,52.81,1381,413,1
22063,1654755394,-13.852,52.99,1350,406,1
22064,1654755395,-13.865,53.07,1366,414,1
22065,1654755396,-13.879,53.22,1377,412,1
22066,1654755397,-13.892,53.31,1375,417,1
22067,1654755398,-13.906,53.39,1387,406,1
22068,1654755399,-13.919,53.51,1366,405,1
22069,1654755400,-13.933,53.59,1385,404,1
22070,1654755401,-13.946,53.65,1392,426,1
22071,1654755402,-13.96,53.75,1389,414,1
22072,1654755403,-13.973,53.77,1373,415,1
22073,1654755404,-13.987,53.87,1377,407,1
22074,1654755405,-14,53.89,1352,409,1
22075,1654755406,-14.014,53.91,1373,417,1
22076,1654755407,-14.027,54.01,1360,406,1
22077,1654755408,-14.041,54.04,1408,413,1
22078,1654755409,-14.054,54.05,1402,420,1
22079,1654755410,-14.068,54.1,1381,415,1
22080,1654755411,-14.081,54.17,1387,407,1
22081,1654755412,-14.094,54.2,1295,400,1
22082,1654755413,-14.108,53.41,1253,400,1
22083,1654755414,-14.121,52.49,1279,400,1
22084,1654755415,-14.135,51.65,1312,400,1
22085,1654755416,-14.148,50.99,1306,400,1
22086,1654755417,-14.161,50.44,1316,400,1
22087,1654755418,-14.175,50,1321,400,1
22088,1654755419,-14.188,49.65,1346,400,1
22089,1654755420,-14.201,49.36,1352,400,1
22090,1654755421,-14.215,49.1,1352,400,1
22091,1654755422,-14.228,48.93,1333,400,1
22092,1654755423,-14.242,48.8,1337,400,1
22093,1654755424,-14.255,48.64,1337,400,1
22094,1654755425,-14.268,48.51,1331,400,1
22095,1654755426,-14.281,48.4,1325,400,1
22096,1654755427,-14.295,48.32,1348,400,1
22097,1654755428,-14.308,48.25,1343,401,1
22098,1654755429,-14.321,48.14,1337,400,1
22099,1654755430,-14.335,48.06,1316,400,1
22100,1654755431,-14.348,47.94,1331,400,1
22101,1654755432,-14.361,47.96,1337,400,1
22102,1654755433,-14.374,47.9,1333,400,1
22103,1654755434,-14.388,47.86,1318,400,1
22104,1654755435,-14.401,47.77,1320,400,1
22105,1654755436,-14.414,47.75,1337,400,1
22106,1654755437,-14.427,47.73,1318,400,1
22107,1654755438,-14.441,47.7,1289,400,1
22108,1654755439,-14.454,47.66,1320,400,1
22109,1654755440,-14.467,47.62,1339,400,1
22110,1654755441,-14.48,47.6,1325,400,1
22111,1654755442,-14.493,47.59,1423,420,1
22112,1654755443,-14.507,48.27,1406,433,1
22113,1654755444,-14.52,49.2,1392,419,1
22114,1654755445,-14.533,49.98,1400,419,1
22115,1654755446,-14.546,50.61,1366,413,1
22116,1654755447,-14.559,51.14,1381,413,1
22117,1654755448,-14.572,51.57,1375,406,1
22118,1654755449,-14.585,51.87,1367,421,1
22119,1654755450,-14.599,52.21,1350,406,1
22120,1654755451,-14.612,52.44,1392,412,1
22121,1654755452,-14.625,52.64,1341,402,1
22122,1654755453,-14.638,52.84,1362,401,1
22123,1654755454,-14.651,53,1329,400,1
22124,1654755455,-14.664,53.13,1344,402,1
22125,1654755456,-14.677,53.25,1348,406,1
22126,1654755457,-14.69,53.3,1329,400,1
22127,1654755458,-14.703,53.43,1385,410,1
22128,1654755459,-14.716,53.52,1383,413,1
22129,1654755460,-14.729,53.58,1331,401,1
22130,1654755461,-14.742,53.68,1369,406,1
22131,1654755462,-14.755,53.72,1371,406,1
22132,1654755463,-14.768,53.79,1354,402,1
22133,1654755464,-14.781,53.83,1314,400,1
22134,1654755465,-14.794,53.9,1354,413,1
22135,1654755466,-14.807,53.96,1364,408,1
22136,1654755467,-14.82,54.01,1341,407,1
22137,1654755468,-14.833,54.05,1373,402,1
22138,1654755469,-14.846,54.1,1366,410,1
22139,1654755470,-14.859,54.12,1327,406,1
22140,1654755471,-14.872,54.15,1375,404,1
22141,1654755472,-14.885,54.22,1341,400,1
22142,1654755473,-14.898,53.42,1287,400,1
22143,1654755474,-14.911,52.52,1316,400,1
22144,1654755475,-14.924,51.67,1308,400,1
22145,1654755476,-14.937,51.03,1321,400,1
22146,1654755477,-14.95,50.43,1306,400,1
22147,1654755478,-14.962,50,1364,400,1
22148,1654755479,-14.975,49.65,1327,400,1
22149,1654755480,-14.988,49.38,1333,400,1
22150,1654755481,-15.001,49.13,1366,415,1
22151,1654755482,-15.014,48.97,1302,403,1
22152,1654755483,-15.027,48.78,1306,400,1
22153,1654755484,-15.04,48.65,1341,410,1
22154,1654755485,-15.052,48.53,1333,407,1
22155,1654755486,-15.065,48.4,1371,405,1
22156,1654755487,-15.078,48.37,1348,400,1
22157,1654755488,-15.091,48.25,1352,400,1
22158,1654755489,-15.104,48.15,1300,400,1
22159,1654755490,-15.116,48.15,1360,400,1
22160,1654755491,-15.129,48.04,1367,404,1
22161,1654755492,-15.142,48,1364,400,1
22162,1654755493,-15.155,47.94,1362,404,1
22163,1654755494,-15.167,47.91,1321,400,1
22164,1654755495,-15.18,47.82,1364,404,1
22165,1654755496,-15.193,47.79,1335,404,1
22166,1654755497,-15.206,47.74,1362,407,1
22167,1654755498,-15.218,47.74,1344,405,1
22168,1654755499,-15.231,47.66,1366,406,1
22169,1654755500,-15.244,47.64,1358,400,1
22170,1654755501,-15.256,47.62,1333,400,1
22171,1654755502,-15.269,47.59,1450,433,1
22172,1654755503,-15.282,48.3,1475,444,1
22173,1654755504,-15.294,49.23,1456,420,1
22174,1654755505,-15.307,50.03,1406,415,1
22175,1654755506,-15.32,50.68,1423,427,1
22176,1654755507,-15.332,51.14,1415,427,1
22177,1654755508,-15.345,51.58,1379,414,1
22178,1654755509,-15.358,51.95,1352,408,1
22179,1654755510,-15.37,52.28,1400,410,1
22180,1654755511,-15.383,52.49,1392,408,1
22181,1654755512,-15.395,52.65,1392,420,1
22182,1654755513,-15.408,52.85,1373,412,1
22183,1654755514,-15.42,52.96,1352,401,1
22184,1654755515,-15.433,53.11,1333,408,1
22185,1654755516,-15.446,53.25,1356,401,1
22186,1654755517,-15.458,53.35,1377,413,1
22187,1654755518,-15.471,53.43,1410,413,1
22188,1654755519,-15.483,53.54,1406,414,1
22189,1654755520,-15.496,53.59,1373,417,1
22190,1654755521,-15.508,53.67,1390,408,1
22191,1654755522,-15.521,53.74,1390,408,1
22192,1654755523,-15.533,53.78,1356,404,1
22193,1654755524,-15.546,53.84,1377,405,1
22194,1654755525,-15.558,53.88,1371,412,1
22195,1654755526,-15.571,53.97,1362,402,1
22196,1654755527,-15.583,54.01,1389,408,1
22197,1654755528,-15.596,54.05,1385,401,1
22198,1654755529,-15.608,54.11,1387,409,1
22199,1654755530,-15.62,54.13,1392,410,1
22200,1654755531,-15.633,54.22,1343,400,1
22201,1654755532,-15.645,54.2,1318,400,1
22202,1654755533,-15.658,53.45,1323,400,1
22203,1654755534,-15.67,52.58,1272,400,1
22204,1654755535,-15.682,51.66,1341,400,1
22205,1654755536,-15.695,51,1333,400,1
22206,1654755537,-15.707,50.46,1364,400,1
22207,1654755538,-15.72,50,1369,400,1
22208,1654755539,-15.732,49.7,1358,400,1
22209,1654755540,-15.744,49.38,1352,400,1
22210,1654755541,-15.757,49.12,1343,401,1
22211,1654755542,-15.769,48.95,1346,400,1
22212,1654755543,-15.781,48.84,1360,401,1
22213,1654755544,-15.793,48.63,1354,400,1
22214,1654755545,-15.806,48.52,1360,403,1
22215,1654755546,-15.818,48.42,1348,400,1
22216,1654755547,-15.83,48.34,1327,400,1
22217,1654755548,-15.843,48.25,1369,400,1
22218,1654755549,-15.855,48.22,1327,400,1
22219,1654755550,-15.867,48.13,1335,400,1
22220,1654755551,-15.879,48.05,1321,400,1
22221,1654755552,-15.892,48.02,1333,400,1
22222,1654755553,-15.904,47.9,1358,404,1
22223,1654755554,-15.916,47.86,1375,404,1
22224,1654755555,-15.928,47.83,1358,400,1
22225,1654755556,-15.94,47.77,1381,405,1
22226,1654755557,-15.953,47.72,1389,404,1
22227,1654755558,-15.965,47.72,1337,410,1
22228,1654755559,-15.977,47.66,1333,400,1
22229,1654755560,-15.989,47.63,1323,400,1
22230,1654755561,-16.001,47.61,1350,400,1
22231,1654755562,-16.013,47.56,1412,430,1
22232,1654755563,-16.025,48.3,1434,427,1
22233,1654755564,-16.038,49.21,1431,426,1
22234,1654755565,-16.05,49.99,1425,424,1
22235,1654755566,-16.062,50.65,1427,424,1
22236,1654755567,-16.074,51.17,1369,406,1
22237,1654755568,-16.086,51.64,1387,414,1
22238,1654755569,-16.098,51.94,1352,410,1
22239,1654755570,-16.11,52.26,1358,400,1
22240,1654755571,-16.122,52.49,1404,408,1
22241,1654755572,-16.134,52.69,1373,402,1
22242,1654755573,-16.146,52.86,1387,408,1
22243,1654755574,-16.158,53.01,1369,409,1
22244,1654755575,-16.17,53.12,1383,401,1
22245,1654755576,-16.182,53.26,1394,403,1
22246,1654755577,-16.194,53.34,1346,400,1
22247,1654755578,-16.206,53.43,1390,410,1
22248,1654755579,-16.218,53.54,1396,409,1
22249,1654755580,-16.23,53.58,1369,406,1
22250,1654755581,-16.242,53.67,1375,408,1
22251,1654755582,-16.254,53.75,1369,410,1
22252,1654755583,-16.266,53.78,1371,413,1
22253,1654755584,-16.278,53.88,1385,401,1
22254,1654755585,-16.29,53.88,1369,415,1
22255,1654755586,-16.302,53.98,1394,405,1
22256,1654755587,-16.314,53.98,1406,406,1
22257,1654755588,-16.326,54.05,1385,405,1
22258,1654755589,-16.337,54.09,1438,418,1
22259,1654755590,-16.349,54.12,1373,405,1
22260,1654755591,-16.361,54.19,1356,404,1
22261,1654755592,-16.373,54.23,1348,400,1
22262,1654755593,-16.385,53.42,1310,400,1
22263,1654755594,-16.397,52.52,1299,400,1
22264,1654755595,-16.409,51.71,1335,400,1
22265,1654755596,-16.42,50.99,1316,400,1
22266,1654755597,-16.432,50.45,1316,400,1
22267,1654755598,-16.444,50.03,1360,400,1
22268,1654755599,-16.456,49.66,1366,400,1
22269,1654755600,-16.467,49.42,1297,400,1
22270,1654755601,-16.479,49.19,1318,400,1
22271,1654755602,-16.491,48.91,1323,400,1
22272,1654755603,-16.503,48.79,1316,400,1
22273,1654755604,-16.514,48.66,1356,408,1
22274,1654755605,-16.526,48.53,1331,400,1
22275,1654755606,-16.538,48.42,1387,407,1
22276,1654755607,-16.55,48.3,1339,404,1
22277,1654755608,-16.561,48.21,1350,401,1
22278,1654755609,-16.573,48.14,1358,407,1
22279,1654755610,-16.585,48.09,1356,400,1
22280,1654755611,-16.596,48.02,1337,407,1
22281,1654755612,-16.608,47.97,1369,414,1
22282,1654755613,-16.62,47.93,1343,401,1
22283,1654755614,-16.631,47.86,1362,402,1
22284,1654755615,-16.643,47.83,1367,402,1
22285,1654755616,-16.655,47.83,1354,400,1
22286,1654755617,-16.666,47.71,1379,410,1
22287,1654755618,-16.678,47.7,1341,400,1
22288,1654755619,-16.689,47.68,1377,400,1
22289,1654755620,-16.701,47.62,1350,400,1
22290,1654755621,-16.713,47.56,1392,411,1
22291,1654755622,-16.724,47.57,1452,427,1
22292,1654755623,-16.736,48.38,1450,433,1
22293,1654755624,-16.747,49.18,1425,419,1
22294,1654755625,-16.759,49.97,1427,431,1
22295,1654755626,-16.77,50.63,1454,420,1
22296,1654755627,-16.782,51.13,1404,413,1
22297,1654755628,-16.793,51.58,1402,406,1
22298,1654755629,-16.805,51.95,1434,421,1
22299,1654755630,-16.816,52.26,1367,411,1
22300,1654755631,-16.828,52.47,1412,416,1
22301,1654755632,-16.839,52.65,1367,413,1
22302,1654755633,-16.851,52.84,1344,401,1
22303,1654755634,-16.862,52.98,1350,404,1
22304,1654755635,-16.873,53.1,1389,409,1
22305,1654755636,-16.885,53.24,1377,412,1
22306,1654755637,-16.896,53.31,1366,408,1
22307,1654755638,-16.908,53.39,1379,409,1
22308,1654755639,-16.919,53.5,1348,402,1
22309,1654755640,-16.93,53.57,1404,400,1
22310,1654755641,-16.942,53.66,1404,415,1
22311,1654755642,-16.953,53.75,1369,400,1
22312,1654755643,-16.965,53.8,1354,400,1
22313,1654755644,-16.976,53.84,1358,403,1
22314,1654755645,-16.987,53.93,1362,406,1
22315,1654755646,-16.999,53.99,1339,400,1
22316,1654755647,-17.01,54.03,1348,414,1
22317,1654755648,-17.021,54.04,1396,403,1
22318,1654755649,-17.032,54.11,1331,400,1
22319,1654755650,-17.044,54.14,1354,408,1
22320,1654755651,-17.055,54.2,1339,400,1
22321,1654755652,-17.066,54.22,1297,400,1
22322,1654755653,-17.078,53.41,1293,400,1
22323,1654755654,-17.089,52.54,1262,400,1
22324,1654755655,-17.1,51.66,1320,400,1
22325,1654755656,-17.111,50.98,1344,400,1
22326,1654755657,-17.122,50.47,1346,402,1
22327,1654755658,-17.134,50.01,1329,400,1
22328,1654755659,-17.145,49.65,1348,400,1
22329,1654755660,-17.156,49.36,1335,400,1
22330,1654755661,-17.167,49.13,1333,400,1
22331,1654755662,-17.178,48.92,1321,400,1
22332,1654755663,-17.189,48.77,1327,400,1
22333,1654755664,-17.201,48.62,1371,408,1
22334,1654755665,-17.212,48.51,1346,400,1
22335,1654755666,-17.223,48.36,1339,400,1
22336,1654755667,-17.234,48.27,1335,400,1
22337,1654755668,-17.245,48.2,1350,411,1
22338,1654755669,-17.256,48.14,1325,400,1
22339,1654755670,-17.267,48.06,1312,400,1
22340,1654755671,-17.278,48.02,1356,400,1
22341,1654755672,-17.289,47.92,1337,401,1
22342,1654755673,-17.3,47.91,1385,401,1
22343,1654755674,-17.311,47.83,1366,408,1
22344,1654755675,-17.322,47.83,1329,400,1
22345,1654755676,-17.333,47.73,1343,400,1
22346,1654755677,-17.344,47.72,1346,400,1
22347,1654755678,-17.355,47.65,1329,400,1
22348,1654755679,-17.366,47.66,1352,400,1
22349,1654755680,-17.377,47.6,1356,404,1
22350,1654755681,-17.388,47.54,1335,400,1
22351,1654755682,-17.399,47.54,1427,425,1
22352,1654755683,-17.41,48.3,1423,435,1
22353,1654755684,-17.421,49.24,1446,431,1
22354,1654755685,-17.432,49.99,1425,431,1
22355,1654755686,-17.443,50.64,1398,418,1
22356,1654755687,-17.454,51.15,1379,409,1
22357,1654755688,-17.465,51.58,1392,412,1
22358,1654755689,-17.476,51.93,1383,402,1
22359,1654755690,-17.487,52.22,1358,406,1
22360,1654755691,-17.497,52.47,1352,413,1
22361,1654755692,-17.508,52.71,1350,417,1
22362,1654755693,-17.519,52.85,1375,406,1
22363,1654755694,-17.53,53.01,1379,406,1
22364,1654755695,-17.541,53.1,1392,410,1
22365,1654755696,-17.552,53.21,1400,410,1
22366,1654755697,-17.562,53.31,1371,404,1
22367,1654755698,-17.573,53.42,1360,401,1
22368,1654755699,-17.584,53.48,1333,404,1
22369,1654755700,-17.595,53.55,1415,416,1
22370,1654755701,-17.605,53.59,1381,405,1
22371,1654755702,-17.616,53.67,1377,417,1
22372,1654755703,-17.627,53.75,1390,418,1
22373,1654755704,-17.638,53.85,1356,406,1
22374,1654755705,-17.648,53.88,1371,400,1
22375,1654755706,-17.659,53.92,1352,417,1
22376,1654755707,-17.67,54.02,1352,404,1
22377,1654755708,-17.68,54.06,1390,420,1
22378,1654755709,-17.691,54.09,1381,416,1
22379,1654755710,-17.702,54.15,1381,406,1
22380,1654755711,-17.712,54.18,1406,415,1
22381,1654755712,-17.723,54.22,1302,400,1
22382,1654755713,-17.734,53.44,1304,400,1
22383,1654755714,-17.744,52.5,1325,400,1
22384,1654755715,-17.755,51.68,1325,400,1
22385,1654755716,-17.765,50.96,1310,400,1
22386,1654755717,-17.776,50.43,1299,400,1
22387,1654755718,-17.787,50.01,1308,400,1
22388,1654755719,-17.797,49.65,1360,404,1
22389,1654755720,-17.808,49.36,1312,400,1
22390,1654755721,-17.818,49.11,1348,400,1
22391,1654755722,-17.829,48.94,1343,400,1
22392,1654755723,-17.839,48.77,1341,403,1
22393,1654755724,-17.85,48.63,1312,400,1
22394,1654755725,-17.86,48.47,1348,411,1
22395,1654755726,-17.871,48.43,1364,400,1
22396,1654755727,-17.881,48.32,1394,402,1
22397,1654755728,-17.892,48.25,1337,400,1
22398,1654755729,-17.902,48.15,1335,400,1
22399,1654755730,-17.912,48.06,1352,407,1
22400,1654755731,-17.923,48.03,1373,408,1
22401,1654755732,-17.933,47.96,1364,404,1
22402,1654755733,-17.944,47.93,1350,400,1
22403,1654755734,-17.954,47.87,1316,400,1
22404,1654755735,-17.965,47.8,1339,400,1
22405,1654755736,-17.975,47.79,1314,400,1
22406,1654755737,-17.985,47.73,1354,407,1
22407,1654755738,-17.996,47.64,1350,407,1
22408,1654755739,-18.006,47.65,1335,400,1
22409,1654755740,-18.016,47.63,1348,400,1
22410,1654755741,-18.027,47.58,1356,404,1
22411,1654755742,-18.037,47.59,1433,427,1
22412,1654755743,-18.047,48.28,1444,432,1
22413,1654755744,-18.058,49.2,1423,425,1
22414,1654755745,-18.068,49.99,1394,405,1
22415,1654755746,-18.078,50.67,1392,416,1
22416,1654755747,-18.088,51.14,1362,400,1
22417,1654755748,-18.099,51.59,1333,400,1
22418,1654755749,-18.109,51.97,1362,408,1
22419,1654755750,-18.119,52.25,1339,410,1
22420,1654755751,-18.129,52.52,1394,413,1
22421,1654755752,-18.139,52.7,1358,401,1
22422,1654755753,-18.15,52.88,1360,406,1
22423,1654755754,-18.16,53.01,1389,409,1
22424,1654755755,-18.17,53.12,1356,402,1
22425,1654755756,-18.18,53.23,1331,400,1
22426,1654755757,-18.19,53.35,1320,400,1
22427,1654755758,-18.2,53.44,1360,407,1
22428,1654755759,-18.21,53.49,1364,404,1
22429,1654755760,-18.221,53.61,1360,417,1
22430,1654755761,-18.231,53.68,1360,400,1
22431,1654755762,-18.241,53.74,1362,409,1
22432,1654755763,-18.251,53.79,1356,404,1
22433,1654755764,-18.261,53.87,1329,400,1
22434,1654755765,-18.271,53.89,1320,401,1
22435,1654755766,-18.281,53.93,1381,413,1
22436,1654755767,-18.291,54.03,1381,406,1
22437,1654755768,-18.301,54.05,1354,400,1
22438,1654755769,-18.311,54.08,1329,401,1
22439,1654755770,-18.321,54.11,1346,400,1
22440,1654755771,-18.331,54.17,1356,409,1
22441,1654755772,-18.341,54.22,1293,400,1
22442,1654755773,-18.351,53.45,1277,400,1
22443,1654755774,-18.361,52.52,1249,400,1
22444,1654755775,-18.371,51.67,1344,400,1
22445,1654755776,-18.381,50.97,1299,400,1
22446,1654755777,-18.391,50.42,1335,400,1
22447,1654755778,-18.401,50.03,1341,402,1
22448,1654755779,-18.41,49.65,1327,400,1
22449,1654755780,-18.42,49.33,1362,400,1
22450,1654755781,-18.43,49.12,1369,400,1
22451,1654755782,-18.44,48.93,1354,408,1
22452,1654755783,-18.45,48.73,1339,400,1
22453,1654755784,-18.46,48.64,1297,400,1
22454,1654755785,-18.47,48.51,1360,400,1
22455,1654755786,-18.479,48.41,1366,400,1
22456,1654755787,-18.489,48.3,1350,401,1
22457,1654755788,-18.499,48.22,1320,400,1
22458,1654755789,-18.509,48.14,1304,401,1
22459,1654755790,-18.519,48.05,1337,400,1
22460,1654755791,-18.528,48.02,1369,400,1
22461,1654755792,-18.538,47.96,1335,400,1
22462,1654755793,-18.548,47.92,1325,400,1
22463,1654755794,-18.558,47.85,1335,400,1
22464,1654755795,-18.567,47.84,1350,400,1
22465,1654755796,-18.577,47.78,1352,400,1
22466,1654755797,-18.587,47.7,1346,403,1
22467,1654755798,-18.596,47.69,1341,405,1
22468,1654755799,-18.606,47.63,1367,401,1
22469,1654755800,-18.616,47.58,1318,400,1
22470,1654755801,-18.625,47.6,1344,401,1
22471,1654755802,-18.635,47.55,1448,415,1
22472,1654755803,-18.645,48.25,1452,446,1
22473,1654755804,-18.654,49.18,1427,426,1
22474,1654755805,-18.664,49.96,1459,431,1
22475,1654755806,-18.673,50.63,1406,420,1
22476,1654755807,-18.683,51.14,1417,426,1
22477,1654755808,-18.692,51.56,1398,416,1
22478,1654755809,-18.702,51.94,1373,410,1
22479,1654755810,-18.712,52.24,1373,419,1
22480,1654755811,-18.721,52.44,1360,418,1
22481,1654755812,-18.731,52.63,1381,407,1
22482,1654755813,-18.74,52.81,1408,424,1
22483,1654755814,-18.75,52.95,1379,415,1
22484,1654755815,-18.759,53.08,1406,413,1
22485,1654755816,-18.769,53.2,1413,413,1
22486,1654755817,-18.778,53.33,1371,408,1
22487,1654755818,-18.787,53.41,1379,408,1
22488,1654755819,-18.797,53.52,1360,402,1
22489,1654755820,-18.806,53.54,1362,411,1
